,attacking,attacked,attack,support,neutral
5045,53.0,48.0,0.7928994297981262,0.00034877241705544293,0.2067517787218094
5047,54.0,1.0,0.2474410384893417,0.1923498958349228,0.5602090954780579
5051,54.0,5.0,0.6767362952232361,0.02125178836286068,0.3020119369029999
5052,54.0,6.0,0.28671756386756897,0.0037083846982568494,0.7095740437507629
5053,54.0,7.0,0.872979998588562,0.0025360321160405874,0.12448392808437347
5056,54.0,10.0,0.21035021543502808,0.0001669998018769547,0.7894827723503113
5058,54.0,12.0,0.3593941628932953,0.5986714363098145,0.04193437471985817
5062,54.0,16.0,0.5237690806388855,0.00014554732479155064,0.476085364818573
5063,54.0,17.0,0.6717764735221863,0.011331833899021149,0.3168916702270508
5064,54.0,18.0,0.9322749376296996,0.00021763492259196937,0.06750748306512833
5067,54.0,21.0,0.6767439246177673,0.02125166170299053,0.302004337310791
5068,54.0,22.0,0.28671756386756897,0.003708386793732643,0.7095740437507629
5069,54.0,23.0,0.872979998588562,0.002536035841330886,0.12448398023843765
5072,54.0,26.0,0.21035026013851169,0.00016699997649993747,0.7894827723503113
5074,54.0,28.0,0.3593944013118744,0.5986712574958801,0.04193435236811638
5078,54.0,32.0,0.5237693190574646,0.00014554739755112678,0.4760851263999939
5079,54.0,33.0,0.6717766523361206,0.011331847868859768,0.31689152121543884
5080,54.0,34.0,0.9322748184204102,0.0002176353009417653,0.06750752031803131
5082,54.0,36.0,0.28986412286758423,0.0038228479679673906,0.7063130140304565
5083,54.0,37.0,0.8729803562164307,0.0025360428262501955,0.1244835928082466
5086,54.0,40.0,0.21035008132457733,0.00016700031119398773,0.7894828915596008
5088,54.0,42.0,0.3593943417072296,0.5986713767051697,0.041934311389923096
5092,54.0,46.0,0.5237691998481749,0.00014554736844729632,0.4760852456092834
5093,54.0,47.0,0.6717768907546997,0.011331852525472641,0.3168913125991821
5094,54.0,48.0,0.9322749376296996,0.00021763492259196937,0.06750749796628952
5100,55.0,5.0,0.2702680826187134,0.694380521774292,0.03535141795873642
5101,55.0,6.0,0.4184006750583649,0.0006617053295485675,0.5809376239776611
5102,55.0,7.0,0.9996063113212584,3.2959174859570346e-05,0.0003607610706239939
5113,55.0,18.0,0.9999997615814208,1.899301480534632e-07,2.3720662767345854e-08
5116,55.0,21.0,0.2702849209308624,0.6943621635437012,0.03535284101963043
5117,55.0,22.0,0.4184010624885559,0.0006617032922804357,0.5809372067451477
5118,55.0,23.0,0.9996063113212584,3.295924034318887e-05,0.00036076159449294215
5129,55.0,34.0,0.9999997615814208,1.8992906802850484e-07,2.3720572173147048e-08
5131,55.0,36.0,0.415474534034729,0.0006665397668257357,0.5838589072227478
5132,55.0,37.0,0.9996063113212584,3.2957290386548266e-05,0.00036075903335586185
5143,55.0,48.0,0.9999997615814208,1.8992942329987272e-07,2.3720662767345854e-08
5144,55.0,49.0,0.5522109866142273,0.28754913806915283,0.1602398306131363
5145,56.0,1.0,0.5359780788421631,0.33488014340400696,0.12914180755615234
5149,56.0,5.0,0.2492211312055588,0.5761557817459106,0.17462316155433655
5150,56.0,6.0,0.4895757138729096,0.005157818552106619,0.5052664875984192
5151,56.0,7.0,0.9956948757171632,0.002511640079319477,0.0017934483475983145
5153,56.0,9.0,0.6526102423667908,0.26007387042045593,0.08731592446565628
5154,56.0,10.0,0.2694408595561981,0.38128605484962463,0.34927308559417725
5160,56.0,16.0,0.615909218788147,0.08467096835374832,0.2994197905063629
5161,56.0,17.0,0.9852633476257324,0.01127338595688343,0.003463289700448513
5162,56.0,18.0,0.999725878238678,4.73085776775406e-07,0.00027367068105377257
5165,56.0,21.0,0.2492286264896393,0.5761489868164062,0.17462240159511566
5166,56.0,22.0,0.4895755052566528,0.005157813429832458,0.5052667260169983
5167,56.0,23.0,0.9956948757171632,0.0025116438046097755,0.0017934526549652219
5169,56.0,25.0,0.6526103019714355,0.2600736916065216,0.08731593191623688
5170,56.0,26.0,0.2694409787654877,0.38128605484962463,0.3492729961872101
5176,56.0,32.0,0.6159095764160156,0.08467087149620056,0.2994195818901062
5177,56.0,33.0,0.9852633476257324,0.01127332728356123,0.0034632780589163303
5178,56.0,34.0,0.999725878238678,4.730875673431001e-07,0.0002736709429882467
5180,56.0,36.0,0.4919984042644501,0.00515469117090106,0.5028468966484071
5181,56.0,37.0,0.9956948757171632,0.002511585131287575,0.0017934499774128199
5183,56.0,39.0,0.6526104211807251,0.2600736916065216,0.0873158723115921
5184,56.0,40.0,0.2694410085678101,0.38128623366355896,0.34927278757095337
5190,56.0,46.0,0.6159096956253052,0.08467081934213637,0.2994195520877838
5191,56.0,47.0,0.9852633476257324,0.011273348703980446,0.003463284578174353
5192,56.0,48.0,0.999725878238678,4.730853220280551e-07,0.00027367015718482435
5194,57.0,1.0,0.6979675889015198,0.2835322618484497,0.018500102683901787
5199,57.0,6.0,0.2208716720342636,0.04499359428882599,0.7341347336769104
5200,57.0,7.0,0.9900896549224854,0.008565741591155529,0.001344606513157487
5202,57.0,9.0,0.4923116266727448,0.4968089461326599,0.010879408568143845
5209,57.0,16.0,0.5061984062194824,0.4848759770393372,0.00892559438943863
5210,57.0,17.0,0.3031142354011536,0.6952555179595947,0.0016302426811307669
5211,57.0,18.0,0.99999737739563,4.0923995925368217e-07,2.288145651618834e-06
5215,57.0,22.0,0.2208717912435532,0.044993586838245385,0.7341346144676208
5216,57.0,23.0,0.9900896549224854,0.008565757423639297,0.0013446090742945669
5218,57.0,25.0,0.4923121333122253,0.4968084692955017,0.010879389941692352
5225,57.0,32.0,0.5061980485916138,0.4848763346672058,0.008925591595470905
5226,57.0,33.0,0.3031139671802521,0.6952558159828186,0.0016302433796226976
5227,57.0,34.0,0.99999737739563,4.0923879396359547e-07,2.288132463945658e-06
5229,57.0,36.0,0.2229229062795639,0.04492666199803352,0.7321504354476929
5230,57.0,37.0,0.9900912046432496,0.008564146235585213,0.0013446368975564835
5232,57.0,39.0,0.4923118352890015,0.4968087673187256,0.010879391804337502
5239,57.0,46.0,0.5061983466148376,0.4848760962486267,0.008925587870180607
5240,57.0,47.0,0.3031138181686401,0.6952558755874634,0.001630241866223514
5241,57.0,48.0,0.99999737739563,4.0924035715761425e-07,2.288145651618834e-06
5243,58.0,1.0,0.33634573221206665,0.5271344184875488,0.1365198940038681
5249,58.0,7.0,0.4851949810981751,0.20998592674732208,0.3048190176486969
5251,58.0,9.0,0.43183287978172297,0.4523269236087799,0.11584022641181944
5260,58.0,18.0,0.9941628575325012,0.0009603179641999304,0.004876834340393543
5265,58.0,23.0,0.4851951003074646,0.20998600125312805,0.3048188984394073
5267,58.0,25.0,0.4318329989910126,0.4523268640041351,0.11584015190601347
5276,58.0,34.0,0.9941628575325012,0.0009603174985386431,0.00487683666869998
5279,58.0,37.0,0.4852105975151062,0.20997875928878784,0.3048105835914612
5281,58.0,39.0,0.43183234333992,0.4523272514343262,0.1158403381705284
5290,58.0,48.0,0.9941628575325012,0.000960316159762442,0.00487682456150651
5292,59.0,1.0,0.2223203033208847,0.3123472332954407,0.4653324782848358
5300,59.0,9.0,0.4190115630626679,0.3201393783092499,0.26084908843040466
5309,59.0,18.0,0.9985336065292358,3.526680075083277e-06,0.0014628052012994885
5316,59.0,25.0,0.41901177167892456,0.3201390504837036,0.2608491778373718
5325,59.0,34.0,0.9985336065292358,3.526683485688409e-06,0.0014628031058236954
5330,59.0,39.0,0.4190115630626679,0.3201392889022827,0.2608491778373718
5339,59.0,48.0,0.9985336065292358,3.526673253873014e-06,0.0014628017088398335
5341,60.0,1.0,0.6175743937492371,0.3112795054912567,0.07114604115486145
5347,60.0,7.0,0.3712022602558136,0.05174577981233597,0.5770519375801086
5349,60.0,9.0,0.3558521866798401,0.2977769076824188,0.3463709354400635
5358,60.0,18.0,0.683476984500885,0.2953424453735352,0.021180620416998863
5363,60.0,23.0,0.3712020218372345,0.05174583569169045,0.577052116394043
5365,60.0,25.0,0.3558522164821625,0.2977769374847412,0.3463709354400635
5374,60.0,34.0,0.6834768056869507,0.2953425943851471,0.021180620416998863
5377,60.0,37.0,0.3712095618247986,0.05174587666988373,0.5770446062088013
5379,60.0,39.0,0.3558522462844849,0.2977768182754517,0.34637099504470825
5388,60.0,48.0,0.6834765672683716,0.2953427731990814,0.021180609241127968
5396,61.0,7.0,0.4655334949493408,0.08986466377973558,0.4446018636226654
5405,61.0,16.0,0.3303144872188568,0.20374618470668796,0.4659393429756165
5407,61.0,18.0,0.9679008722305298,0.0002564819878898561,0.0318426713347435
5412,61.0,23.0,0.4655333161354065,0.08986471593379974,0.4446018934249878
5421,61.0,32.0,0.3303147554397583,0.2037459909915924,0.4659392535686493
5423,61.0,34.0,0.9679008722305298,0.0002564815222285688,0.0318426638841629
5426,61.0,37.0,0.465545266866684,0.08986113965511322,0.4445935189723969
5435,61.0,46.0,0.33031466603279114,0.20374596118927,0.4659393429756165
5437,61.0,48.0,0.9679008722305298,0.00025648224982433016,0.0318426713347435
5439,62.0,1.0,0.4861575663089752,0.1632481813430786,0.350594162940979
5441,62.0,3.0,0.6699202060699463,0.0014812410809099676,0.3285985887050629
5447,62.0,9.0,0.8751693964004517,0.055776432156562805,0.06905420124530792
5450,62.0,12.0,0.9454066157341005,0.03859034925699234,0.016002962365746498
5454,62.0,16.0,0.9118372201919556,0.002827637130394578,0.0853351578116417
5456,62.0,18.0,0.9999879598617554,3.9137809659806077e-10,1.2032897757308094e-05
5463,62.0,25.0,0.8751692175865173,0.055776499211788184,0.06905423849821091
5466,62.0,28.0,0.94540673494339,0.038590341806411736,0.016002949327230453
5470,62.0,32.0,0.9118371605873108,0.00282764108851552,0.08533523231744766
5472,62.0,34.0,0.9999879598617554,3.9137809659806077e-10,1.203293231810676e-05
5477,62.0,39.0,0.8751693964004517,0.055776432156562805,0.06905414909124374
5480,62.0,42.0,0.9454064965248108,0.03859042376279831,0.016002977266907692
5484,62.0,46.0,0.9118372201919556,0.002827637130394578,0.08533516526222229
5486,62.0,48.0,0.9999879598617554,3.9137809659806077e-10,1.2032909580739215e-05
5488,63.0,1.0,0.320845365524292,0.22625847160816195,0.4528961777687073
5505,63.0,18.0,0.7928993105888367,0.00034877221332862973,0.20675194263458246
5521,63.0,34.0,0.7928996086120605,0.0003487718349788338,0.20675161480903625
5535,63.0,48.0,0.792899489402771,0.00034877227153629065,0.20675167441368106
5537,64.0,1.0,0.24744127690792084,0.19234971702098846,0.5602089762687683
5541,64.0,5.0,0.6767362952232361,0.021251782774925232,0.3020119369029999
5542,64.0,6.0,0.28671759366989136,0.003708386560902,0.7095739841461182
5543,64.0,7.0,0.8729801177978516,0.002536033745855093,0.12448389828205107
5546,64.0,10.0,0.2103504836559296,0.00016700022388249636,0.7894824743270874
5548,64.0,12.0,0.3593944609165192,0.5986711978912354,0.04193437844514847
5552,64.0,16.0,0.5237691998481749,0.00014554763038177043,0.4760852456092834
5553,64.0,17.0,0.6717767715454102,0.011331850662827492,0.3168914318084717
5554,64.0,18.0,0.9322749376296996,0.00021763512631878257,0.06750744581222534
5557,64.0,21.0,0.6767440438270569,0.021251656115055084,0.30200421810150146
5558,64.0,22.0,0.2867176830768585,0.0037083837669342756,0.7095738649368286
5559,64.0,23.0,0.872979998588562,0.002536038169637323,0.12448401004076005
5562,64.0,26.0,0.2103501856327057,0.0001670002966420725,0.7894828319549559
5564,64.0,28.0,0.3593943417072296,0.5986711978912354,0.04193438962101936
5568,64.0,32.0,0.5237689614295961,0.00014554757217410952,0.4760854542255402
5569,64.0,33.0,0.6717771291732788,0.011331845074892044,0.31689104437828064
5570,64.0,34.0,0.9322749376296996,0.00021763492259196937,0.06750748306512833
5572,64.0,36.0,0.2898640036582947,0.0038228484336286783,0.7063130736351013
5573,64.0,37.0,0.8729803562164307,0.002536044223234057,0.1244836449623108
5576,64.0,40.0,0.21035026013851169,0.00016700013657100501,0.7894827723503113
5578,64.0,42.0,0.3593943417072296,0.5986713171005249,0.04193438962101936
5582,64.0,46.0,0.5237690806388855,0.00014554760127794,0.476085364818573
5583,64.0,47.0,0.6717761158943176,0.011331848800182344,0.31689202785491943
5584,64.0,48.0,0.9322749376296996,0.00021763492259196937,0.06750746071338654
5590,65.0,5.0,0.27026805281639105,0.694380521774292,0.035351451486349106
5591,65.0,6.0,0.4184013605117798,0.0006617042818106711,0.5809369683265686
5592,65.0,7.0,0.9996063113212584,3.295924034318887e-05,0.00036076159449294215
5603,65.0,18.0,0.9999997615814208,1.8992906802850484e-07,2.3720572173147048e-08
5606,65.0,21.0,0.270285427570343,0.694361686706543,0.035352885723114014
5607,65.0,22.0,0.4184018969535828,0.0006617026519961655,0.5809363722801208
5608,65.0,23.0,0.9996063113212584,3.2959269447019324e-05,0.00036076141986995935
5619,65.0,34.0,0.9999997615814208,1.8992869854628228e-07,2.3720527764226063e-08
5621,65.0,36.0,0.415474146604538,0.0006665405817329884,0.5838593244552612
5622,65.0,37.0,0.9996063113212584,3.2957290386548266e-05,0.00036075868410989637
5633,65.0,48.0,0.9999997615814208,1.8992906802850484e-07,2.3720572173147048e-08
5634,65.0,49.0,0.5522111654281616,0.2875490486621857,0.1602398306131363
5635,66.0,1.0,0.5359780788421631,0.33488011360168457,0.12914177775382996
5639,66.0,5.0,0.24922125041484836,0.5761557221412659,0.17462308704853058
5640,66.0,6.0,0.4895755648612976,0.005157821346074343,0.505266547203064
5641,66.0,7.0,0.9956948757171632,0.002511640079319477,0.0017934517236426473
5643,66.0,9.0,0.6526101231575012,0.2600739300251007,0.08731592446565628
5644,66.0,10.0,0.26944103837013245,0.38128605484962463,0.3492729663848877
5650,66.0,16.0,0.6159101128578186,0.08467075228691101,0.299419105052948
5651,66.0,17.0,0.9852633476257324,0.011273348703980446,0.003463282948359847
5652,66.0,18.0,0.999725878238678,4.73085776775406e-07,0.0002736704191192985
5655,66.0,21.0,0.24922871589660645,0.5761488676071167,0.17462240159511566
5656,66.0,22.0,0.4895756542682648,0.005157814361155033,0.505266547203064
5657,66.0,23.0,0.9956948757171632,0.0025116449687629942,0.0017934552161023019
5659,66.0,25.0,0.6526105403900146,0.2600735723972321,0.0873158872127533
5660,66.0,26.0,0.26944077014923096,0.3812864422798157,0.34927275776863104
5666,66.0,32.0,0.6159099340438843,0.08467081189155579,0.2994192838668823
5667,66.0,33.0,0.9852633476257324,0.01127337571233511,0.0034632862079888587
5668,66.0,34.0,0.999725878238678,4.730848672807042e-07,0.00027366963331587607
5670,66.0,36.0,0.4919983446598053,0.005154687445610762,0.5028469562530518
5671,66.0,37.0,0.9956948757171632,0.002511585131287575,0.0017934517236426473
5673,66.0,39.0,0.6526105403900146,0.26007363200187683,0.08731590956449509
5674,66.0,40.0,0.2694409787654877,0.381286084651947,0.3492729067802429
5680,66.0,46.0,0.61590975522995,0.08467080444097519,0.2994194030761719
5681,66.0,47.0,0.9852633476257324,0.011273370124399662,0.0034632862079888587
5682,66.0,48.0,0.999725878238678,4.730848672807042e-07,0.00027367015718482435
5684,67.0,1.0,0.6979682445526123,0.28353172540664673,0.01850008033216
5689,67.0,6.0,0.2208717167377472,0.0449935607612133,0.7341347336769104
5690,67.0,7.0,0.9900896549224854,0.008565733209252356,0.0013446052325889466
5692,67.0,9.0,0.4923122525215149,0.4968083500862122,0.010879389941692352
5699,67.0,16.0,0.5061981081962585,0.4848763346672058,0.008925601840019226
5700,67.0,17.0,0.3031136393547058,0.6952560544013977,0.0016302469884976745
5701,67.0,18.0,0.99999737739563,4.0923879396359547e-07,2.2881367840454914e-06
5705,67.0,22.0,0.2208716571331024,0.044993575662374496,0.7341347932815552
5706,67.0,23.0,0.9900896549224854,0.008565728552639484,0.0013446052325889466
5708,67.0,25.0,0.4923120141029358,0.4968085885047913,0.010879392735660076
5715,67.0,32.0,0.5061981081962585,0.4848763346672058,0.00892559252679348
5716,67.0,33.0,0.30311372876167303,0.6952559351921082,0.0016302420990541575
5717,67.0,34.0,0.99999737739563,4.0923958977145963e-07,2.288141331519e-06
5719,67.0,36.0,0.22292281687259674,0.044926684349775314,0.7321504354476929
5720,67.0,37.0,0.9900913238525392,0.008564138785004616,0.0013446343364194036
5722,67.0,39.0,0.492311954498291,0.496808648109436,0.010879404842853546
5729,67.0,46.0,0.5061981081962585,0.4848763346672058,0.008925618603825571
5730,67.0,47.0,0.3031139671802521,0.6952558159828186,0.0016302425647154448
5731,67.0,48.0,0.99999737739563,4.0923958977145963e-07,2.2881390577822462e-06
5733,68.0,1.0,0.3363455832004547,0.5271345376968384,0.1365198791027069
5739,68.0,7.0,0.4851948916912079,0.2099861353635788,0.3048190176486969
5741,68.0,9.0,0.4318326115608215,0.4523270726203919,0.11584031581878662
5750,68.0,18.0,0.9941628575325012,0.0009603202342987061,0.004876843653619289
5755,68.0,23.0,0.4851949214935303,0.20998600125312805,0.3048190474510193
5757,68.0,25.0,0.4318327307701111,0.4523270726203919,0.11584021896123885
5766,68.0,34.0,0.9941628575325012,0.0009603166254237293,0.004876829218119383
5769,68.0,37.0,0.4852104783058167,0.20997881889343264,0.304810643196106
5771,68.0,39.0,0.4318328201770783,0.4523270130157471,0.11584020406007768
5780,68.0,48.0,0.9941628575325012,0.0009603184298612176,0.00487683666869998
5782,69.0,1.0,0.22232022881507876,0.31234708428382874,0.4653326869010925
5790,69.0,9.0,0.4190114736557007,0.3201392889022827,0.260849267244339
5799,69.0,18.0,0.9985336065292358,3.5266666600364265e-06,0.001462798216380179
5806,69.0,25.0,0.41901159286499023,0.3201390504837036,0.2608493566513061
5815,69.0,34.0,0.9985336065292358,3.526680075083277e-06,0.0014628010103479028
5820,69.0,39.0,0.4190115630626679,0.320139080286026,0.26084932684898376
5829,69.0,48.0,0.9985336065292358,3.526680075083277e-06,0.0014628038043156266
5831,70.0,1.0,0.6175743937492371,0.3112795948982239,0.07114607095718384
5837,70.0,7.0,0.3712022304534912,0.05174583569169045,0.5770518779754639
5839,70.0,9.0,0.3558520972728729,0.29777684807777405,0.3463711142539978
5848,70.0,18.0,0.6834770441055298,0.295342355966568,0.02118060365319252
5853,70.0,23.0,0.3712021410465241,0.05174582824110985,0.5770520567893982
5855,70.0,25.0,0.3558521568775177,0.2977768182754517,0.34637099504470825
5864,70.0,34.0,0.6834769248962402,0.29534250497817993,0.021180609241127968
5867,70.0,37.0,0.37120959162712097,0.051745887845754616,0.5770444869995117
5869,70.0,39.0,0.3558522164821625,0.29777687788009644,0.3463709354400635
5878,70.0,48.0,0.6834768056869507,0.2953425943851471,0.02118061669170856
5886,71.0,7.0,0.4655333757400513,0.08986470848321915,0.44460183382034296
5895,71.0,16.0,0.3303145468235016,0.2037460952997208,0.4659394025802612
5897,71.0,18.0,0.9679007530212402,0.0002564824535511434,0.03184271603822708
5902,71.0,23.0,0.465533435344696,0.08986468613147736,0.4446018934249878
5911,71.0,32.0,0.33031463623046875,0.20374603569507602,0.4659393429756165
5913,71.0,34.0,0.9679008722305298,0.0002564819878898561,0.031842656433582306
5916,71.0,37.0,0.4655451476573944,0.08986116200685501,0.4445935785770416
5925,71.0,46.0,0.33031463623046875,0.2037460654973984,0.4659392833709717
5927,71.0,48.0,0.9679007530212402,0.0002564822207204997,0.03184270113706589
5933,72.0,5.0,0.2702677845954895,0.6943808197975159,0.035351406782865524
5934,72.0,6.0,0.41840142011642456,0.0006617047474719584,0.5809368491172789
5935,72.0,7.0,0.9996063113212584,3.2959174859570346e-05,0.0003607610706239939
5946,72.0,18.0,0.9999997615814208,1.899303327945745e-07,2.3720662767345854e-08
5949,72.0,21.0,0.2702849209308624,0.6943621635437012,0.03535284101963043
5950,72.0,22.0,0.4184016287326813,0.0006617042236030103,0.5809366703033447
5951,72.0,23.0,0.9996063113212584,3.295924034318887e-05,0.00036076141986995935
5962,72.0,34.0,0.9999997615814208,1.8992906802850484e-07,2.3720572173147048e-08
5964,72.0,36.0,0.4154739379882813,0.0006665411056019366,0.5838595032691956
5965,72.0,37.0,0.9996063113212584,3.295716305729002e-05,0.00036075868410989637
5976,72.0,48.0,0.9999997615814208,1.899303327945745e-07,2.3720662767345854e-08
5977,72.0,49.0,0.5522112250328064,0.28754884004592896,0.16023987531661987
5978,73.0,1.0,0.5359783768653871,0.3348800837993622,0.1291416585445404
5982,73.0,5.0,0.2492212653160095,0.5761556029319763,0.174623042345047
5983,73.0,6.0,0.4895750284194946,0.005157822277396917,0.5052670836448669
5984,73.0,7.0,0.9956948757171632,0.0025116365868598227,0.0017934499774128199
5986,73.0,9.0,0.6526104807853699,0.2600736916065216,0.08731589466333389
5987,73.0,10.0,0.2694404721260071,0.3812865912914276,0.3492729365825653
5993,73.0,16.0,0.6159102916717529,0.08467072248458862,0.29941898584365845
5994,73.0,17.0,0.9852633476257324,0.011273370124399662,0.0034632862079888587
5995,73.0,18.0,0.999725878238678,4.73085776775406e-07,0.0002736704191192985
5998,73.0,21.0,0.2492287755012512,0.5761488080024719,0.17462240159511566
5999,73.0,22.0,0.4895764291286469,0.005157803650945425,0.5052657723426819
6000,73.0,23.0,0.9956948757171632,0.002511641476303339,0.0017934517236426473
6002,73.0,25.0,0.6526099443435669,0.2600740194320679,0.08731596916913986
6003,73.0,26.0,0.2694409191608429,0.38128623366355896,0.34927281737327576
6009,73.0,32.0,0.61590975522995,0.08467081934213637,0.29941949248313904
6010,73.0,33.0,0.9852633476257324,0.011273348703980446,0.003463282948359847
6011,73.0,34.0,0.999725878238678,4.73085776775406e-07,0.0002736704191192985
6013,73.0,36.0,0.4919984042644501,0.00515469117090106,0.5028468966484071
6014,73.0,37.0,0.9956948757171632,0.0025115874595940113,0.0017934517236426473
6016,73.0,39.0,0.6526097655296326,0.2600742280483246,0.08731600642204285
6017,73.0,40.0,0.2694405019283295,0.3812863826751709,0.34927311539649963
6023,73.0,46.0,0.6159099936485289,0.0846707820892334,0.29941925406455994
6024,73.0,47.0,0.9852633476257324,0.011273358948528768,0.0034632878378033642
6025,73.0,48.0,0.999725878238678,4.73085776775406e-07,0.0002736704191192985
6027,74.0,1.0,0.6979674696922302,0.28353244066238403,0.0185000654309988
6032,74.0,6.0,0.22087152302265167,0.0449935793876648,0.7341348528862
6033,74.0,7.0,0.9900896549224854,0.008565745316445826,0.001344607793726027
6035,74.0,9.0,0.4923116266727448,0.4968090057373047,0.010879420675337316
6042,74.0,16.0,0.5061983466148376,0.4848760068416596,0.008925579488277434
6043,74.0,17.0,0.3031138479709625,0.6952558755874634,0.0016302480362355711
6044,74.0,18.0,0.99999737739563,4.0924075506154617e-07,2.288145651618834e-06
6048,74.0,22.0,0.22087153792381287,0.04499360173940658,0.7341348528862
6049,74.0,23.0,0.9900896549224854,0.008565724827349186,0.001344606513157487
6051,74.0,25.0,0.4923115074634552,0.4968090653419495,0.010879402980208395
6058,74.0,32.0,0.5061979293823242,0.4848764836788178,0.008925589732825756
6059,74.0,33.0,0.3031141757965088,0.6952556371688843,0.001630245242267847
6060,74.0,34.0,0.99999737739563,4.0923995925368217e-07,2.288141331519e-06
6062,74.0,36.0,0.22292280197143555,0.04492666199803352,0.7321506142616272
6063,74.0,37.0,0.9900913238525392,0.008564113639295101,0.0013446330558508635
6065,74.0,39.0,0.4923126697540283,0.4968079328536987,0.010879394598305224
6072,74.0,46.0,0.5061979293823242,0.4848765432834625,0.008925586007535458
6073,74.0,47.0,0.3031136393547058,0.6952560544013977,0.0016302461735904215
6074,74.0,48.0,0.99999737739563,4.0923839605966355e-07,2.2881367840454914e-06
6076,75.0,1.0,0.3363454043865204,0.5271347165107727,0.1365199238061905
6082,75.0,7.0,0.4851949214935303,0.2099858969449997,0.3048191070556641
6084,75.0,9.0,0.4318329393863678,0.4523269236087799,0.11584016680717467
6093,75.0,18.0,0.9941628575325012,0.0009603184298612176,0.004876834340393543
6098,75.0,23.0,0.4851949214935303,0.20998597145080566,0.3048190772533417
6100,75.0,25.0,0.43183287978172297,0.4523269236087799,0.11584022641181944
6109,75.0,34.0,0.9941628575325012,0.0009603202342987061,0.004876841325312853
6112,75.0,37.0,0.4852103590965271,0.20997880399227145,0.3048107624053955
6114,75.0,39.0,0.4318328201770783,0.4523270130157471,0.1158401370048523
6123,75.0,48.0,0.9941628575325012,0.0009603206999599934,0.004876843653619289
6125,76.0,1.0,0.2223203182220459,0.31234705448150635,0.4653326272964478
6133,76.0,9.0,0.4190115034580231,0.3201393187046051,0.26084908843040466
6142,76.0,18.0,0.9985336065292358,3.5266698432678827e-06,0.0014627996133640409
6149,76.0,25.0,0.4190118610858917,0.320139080286026,0.26084911823272705
6158,76.0,34.0,0.9985336065292358,3.5266698432678827e-06,0.0014628003118559716
6163,76.0,39.0,0.4190114438533783,0.3201392889022827,0.2608492970466614
6172,76.0,48.0,0.9985336065292358,3.5266666600364265e-06,0.0014627989148721099
6174,77.0,1.0,0.6175743937492371,0.3112795054912567,0.07114605605602264
6180,77.0,7.0,0.3712020814418793,0.05174582824110985,0.5770520567893982
6182,77.0,9.0,0.3558520674705505,0.2977769076824188,0.346371054649353
6191,77.0,18.0,0.6834769248962402,0.2953424453735352,0.02118060365319252
6196,77.0,23.0,0.3712022006511688,0.05174577981233597,0.5770520567893982
6198,77.0,25.0,0.355852335691452,0.2977767288684845,0.3463708758354187
6207,77.0,34.0,0.6834766864776611,0.29534268379211426,0.02118062227964401
6210,77.0,37.0,0.3712096810340881,0.05174589529633522,0.5770444273948669
6212,77.0,39.0,0.3558523952960968,0.2977767586708069,0.3463709354400635
6221,77.0,48.0,0.6834766864776611,0.29534274339675903,0.021180601790547367
6225,78.0,3.0,0.2365548014640808,0.0323512889444828,0.7310938835144043
6229,78.0,7.0,0.32888177037239075,0.0692560151219368,0.6018622517585754
6238,78.0,16.0,0.304961621761322,0.16656875610351562,0.5284695625305176
6240,78.0,18.0,0.9754644632339478,0.0005323911900632083,0.024003226310014725
6245,78.0,23.0,0.3288819193840027,0.06925599277019501,0.6018620729446411
6254,78.0,32.0,0.3049614131450653,0.16656875610351562,0.5284698605537415
6256,78.0,34.0,0.9754644632339478,0.0005323911900632083,0.02400323748588562
6259,78.0,37.0,0.3288861513137817,0.06925205886363983,0.6018617153167725
6268,78.0,46.0,0.3049615323543549,0.1665688306093216,0.5284696221351624
6270,78.0,48.0,0.9754643440246582,0.0005323919467628002,0.024003257974982258
6272,79.0,1.0,0.2566255629062653,0.7368573546409607,0.006517075002193451
6278,79.0,7.0,0.9225435256958008,0.05763285979628562,0.019823532551527023
6287,79.0,16.0,0.22433413565158844,0.7665101885795593,0.009155570529401302
6289,79.0,18.0,0.9979768395423888,0.002006668364629149,1.6586927813477814e-05
6294,79.0,23.0,0.9225436449050904,0.05763286724686624,0.019823508337140083
6303,79.0,32.0,0.22433440387248996,0.766510009765625,0.009155573323369026
6305,79.0,34.0,0.9979768395423888,0.0020066655706614256,1.6586913261562586e-05
6308,79.0,37.0,0.9225435256958008,0.057632911950349815,0.019823528826236725
6317,79.0,46.0,0.22433438897132876,0.7665101289749146,0.009155552834272385
6319,79.0,48.0,0.9979768395423888,0.0020066702272742987,1.6586960555287078e-05
6321,80.0,1.0,0.3686869144439697,0.6101486086845398,0.02116445079445839
6325,80.0,5.0,0.2654680013656616,0.6015467047691345,0.13298530876636505
6327,80.0,7.0,0.7703844308853149,0.01980074681341648,0.20981484651565552
6336,80.0,16.0,0.20567165315151212,0.7182783484458923,0.07605001330375671
6338,80.0,18.0,0.9984706044197084,0.0005199866718612611,0.0010093007003888488
6341,80.0,21.0,0.2654867768287659,0.6015254259109497,0.13298767805099487
6343,80.0,23.0,0.7703844308853149,0.019800728186964992,0.20981484651565552
6352,80.0,32.0,0.2056718617677689,0.7182783484458923,0.07604984939098358
6354,80.0,34.0,0.9984706044197084,0.000519988127052784,0.0010093026794493196
6357,80.0,37.0,0.7703905701637268,0.019799210131168362,0.20981021225452426
